id,name_en,name_zh,category_id,cost,fling_power,fling_effect_id,description
925,dna-splicers--split,基因之楔,23,0,,,"能让合体后的
酋雷姆和某宝可梦
分离成原状的一对楔子。"
926,dropped-item--red,遗忘物,23,0,,,"在雷文市的游乐园里
捡到的即时通讯器。
失主好像是个男孩子。"
927,dropped-item--yellow,遗忘物,23,0,,,"在雷文市的游乐园里
捡到的即时通讯器。
失主好像是个女孩子。"
928,holo-caster--green,全息影像通讯器,23,0,,,"可以随时查看接收到的
全息影像数据的装置。"
929,bike--yellow,自行车,23,0,,,"能比跑步鞋跑得还快的
折叠式自行车。"
930,holo-caster--red,全息影像通讯器,23,0,,,"可以随时查看接收到的
全息影像数据的装置。"
931,basement-key--new-mauville,地下钥匙,23,0,,,"进入紫堇地下的新紫堇时，
所使用的钥匙。"
932,storage-key--sea-mauville,仓库钥匙,23,0,,,"进入海紫堇的仓库时
所需的钥匙。"
933,ss-ticket--hoenn,船票,23,0,,,乘坐渡船时需要用到。
934,contest-costume--dress,演出礼裙,23,0,,,"在华丽现场大赛上演出时穿的
非常可爱的礼裙。"
935,meteorite--2,陨石,23,0,,,"在烟囱山上获得的陨石。
隐约散发着光辉。"
936,meteorite--3,陨石,23,0,,,"在烟囱山上获得的陨石。
持续散发着微光。
摸上去隐约有点暖暖的。"
937,meteorite--4,陨石,23,0,,,"在烟囱山上获得的陨石。
上面浮现着某些花纹，
并散发着七色光芒。"
938,normalium-z--bag,一般Ｚ,23,0,,,"可用它来制造用于对战
并能将一般属性招式升级成
Ｚ招式的Ｚ力量结晶。"
939,firium-z--bag,火Ｚ,23,0,,,"可用它来制造用于对战
并能将火属性招式升级成
Ｚ招式的Ｚ力量结晶。"
940,waterium-z--bag,水Ｚ,23,0,,,"可用它来制造用于对战
并能将水属性招式升级成
Ｚ招式的Ｚ力量结晶。"
941,electrium-z--bag,电Ｚ,23,0,,,"可用它来制造用于对战
并能将电属性招式升级成
Ｚ招式的Ｚ力量结晶。"
942,grassium-z--bag,草Ｚ,23,0,,,"可用它来制造用于对战
并能将草属性招式升级成
Ｚ招式的Ｚ力量结晶。"
943,icium-z--bag,冰Ｚ,23,0,,,"可用它来制造用于对战
并能将冰属性招式升级成
Ｚ招式的Ｚ力量结晶。"
944,fightinium-z--bag,格斗Ｚ,23,0,,,"可用它来制造用于对战
并能将格斗属性招式升级成
Ｚ招式的Ｚ力量结晶。"
945,poisonium-z--bag,毒Ｚ,23,0,,,"可用它来制造用于对战
并能将毒属性招式升级成
Ｚ招式的Ｚ力量结晶。"
946,groundium-z--bag,地面Ｚ,23,0,,,"可用它来制造用于对战
并能将地面属性招式升级成
Ｚ招式的Ｚ力量结晶。"
947,flyinium-z--bag,飞行Ｚ,23,0,,,"可用它来制造用于对战
并能将飞行属性招式升级成
Ｚ招式的Ｚ力量结晶。"
948,psychium-z--bag,超能力Ｚ,23,0,,,"可用它来制造用于对战
并能将超能力属性招式升级成
Ｚ招式的Ｚ力量结晶。"
949,buginium-z--bag,虫Ｚ,23,0,,,"可用它来制造用于对战
并能将虫属性招式升级成
Ｚ招式的Ｚ力量结晶。"
950,rockium-z--bag,岩石Ｚ,23,0,,,"可用它来制造用于对战
并能将岩石属性招式升级成
Ｚ招式的Ｚ力量结晶。"
951,ghostium-z--bag,幽灵Ｚ,23,0,,,"可用它来制造用于对战
并能将幽灵属性招式升级成
Ｚ招式的Ｚ力量结晶。"
952,dragonium-z--bag,龙Ｚ,23,0,,,"可用它来制造用于对战
并能将龙属性招式升级成
Ｚ招式的Ｚ力量结晶。"
953,darkinium-z--bag,恶Ｚ,23,0,,,"可用它来制造用于对战
并能将恶属性招式升级成
Ｚ招式的Ｚ力量结晶。"
954,steelium-z--bag,钢Ｚ,23,0,,,"可用它来制造用于对战
并能将钢属性招式升级成
Ｚ招式的Ｚ力量结晶。"
955,fairium-z--bag,妖精Ｚ,23,0,,,"可用它来制造用于对战
并能将妖精属性招式升级成
Ｚ招式的Ｚ力量结晶。"
956,pikanium-z--bag,皮卡丘Ｚ,23,0,,,"可用它来制造用于对战
并能将皮卡丘的伏特攻击
升级成特殊Ｚ招式的Ｚ力量结晶。"
957,decidium-z--bag,狙射树枭Ｚ,23,0,,,"可用它来制造用于对战
并能将狙射树枭的缝影
升级成特殊Ｚ招式的Ｚ力量结晶。"
958,incinium-z--bag,炽焰咆哮虎Ｚ,23,0,,,"可用它来制造用于对战
并能将炽焰咆哮虎的ＤＤ金勾臂
升级成特殊Ｚ招式的Ｚ力量结晶。"
959,primarium-z--bag,西狮海壬Ｚ,23,0,,,"可用它来制造用于对战
并能将西狮海壬的泡影的咏叹调
升级成特殊Ｚ招式的Ｚ力量结晶。"
960,tapunium-z--bag,卡璞Ｚ,23,0,,,"可用它来制造用于对战
并能将卡璞们的自然之怒
升级成特殊Ｚ招式的Ｚ力量结晶。"
961,marshadium-z--bag,玛夏多Ｚ,23,0,,,"可用它来制造用于对战
并能将玛夏多的暗影偷盗
升级成特殊Ｚ招式的Ｚ力量结晶。"
962,aloraichium-z--bag,阿罗雷Ｚ,23,0,,,"可用它来制造用于对战
并能将阿罗拉地区雷丘的十万伏特
升级成特殊Ｚ招式的Ｚ力量结晶。"
963,snorlium-z--bag,卡比兽Ｚ,23,0,,,"可用它来制造用于对战
并能将卡比兽的终极冲击
升级成特殊Ｚ招式的Ｚ力量结晶。"
964,eevium-z--bag,伊布Ｚ,23,0,,,"可用它来制造用于对战
并能将伊布的珍藏
升级成特殊Ｚ招式的Ｚ力量结晶。"
965,mewnium-z--bag,梦幻Ｚ,23,0,,,"可用它来制造用于对战
并能将梦幻的精神强念
升级成特殊Ｚ招式的Ｚ力量结晶。"
966,pikashunium-z--bag,智皮卡Ｚ,23,0,,,"可用它来制造用于对战
并能将戴着帽子的皮卡丘的十万伏特
升级成特殊Ｚ招式的Ｚ力量结晶。"
967,solganium-z--held,索尔迦雷欧Ｚ,23,0,,,"Ｚ力量的结晶。
会将索尔迦雷欧的流星闪冲
升级成Ｚ招式。"
968,lunalium-z--held,露奈雅拉Ｚ,23,0,,,"Ｚ力量的结晶。
会将露奈雅拉的暗影之光
升级成Ｚ招式。"
969,ultranecrozium-z--held,究极奈克洛Ｚ,23,0,,,"Ｚ力量的结晶。
会将奈克洛兹玛的光子喷涌
升级成Ｚ招式。"
970,mimikium-z--held,谜拟ＱＺ,23,0,,,"Ｚ力量的结晶。
会将谜拟Ｑ的嬉闹
升级成Ｚ招式。"
971,lycanium-z--held,鬃岩狼人Ｚ,23,0,,,"Ｚ力量的结晶。
会将鬃岩狼人的尖石攻击
升级成Ｚ招式。"
972,kommonium-z--held,杖尾鳞甲龙Ｚ,23,0,,,"Ｚ力量的结晶。
会将杖尾鳞甲龙的鳞片噪音
升级成Ｚ招式。"
973,solganium-z--bag,索尔迦雷欧Ｚ,23,0,,,"可用它来制造用于对战
并能将索尔迦雷欧的流星闪冲
升级成Ｚ招式的Ｚ力量结晶。"
974,lunalium-z--bag,露奈雅拉Ｚ,23,0,,,"可用它来制造用于对战
并能将露奈雅拉的暗影之光
升级成Ｚ招式的Ｚ力量结晶。"
975,ultranecrozium-z--bag,究极奈克洛Ｚ,23,0,,,"能让和索尔迦雷欧或
露奈雅拉合体的奈克洛兹玛
变成崭新样子的结晶。"
976,mimikium-z--bag,谜拟ＱＺ,23,0,,,"可用它来制造用于对战
并能将谜拟Ｑ的嬉闹
升级成Ｚ招式的Ｚ力量结晶。"
977,lycanium-z--bag,鬃岩狼人Ｚ,23,0,,,"可用它来制造用于对战
并能将鬃岩狼人的尖石攻击
升级成Ｚ招式的Ｚ力量结晶。"
978,kommonium-z--bag,杖尾鳞甲龙Ｚ,23,0,,,"可用它来制造用于对战
并能将杖尾鳞甲龙的鳞片噪音
升级成Ｚ招式的Ｚ力量结晶。"
979,z-power-ring,Ｚ强力手环,23,0,,,"通过使用训练家的
气力和体力来让宝可梦
释放出Ｚ力量的神奇手环。"
980,pink-petal,粉红花瓣,23,0,,,"在茉莉的考验中，
能从茉莉那里得到的干花花瓣。
目标是集齐７种。"
981,orange-petal,橙色花瓣,23,0,,,"在茉莉的考验中，
能从伊利马那里得到的干花花瓣。
目标是集齐７种。"
982,blue-petal,蓝色花瓣,23,0,,,"在茉莉的考验中，
能从水莲那里得到的干花花瓣。
目标是集齐７种。"
983,red-petal,红色花瓣,23,0,,,"在茉莉的考验中，
能从卡奇那里得到的干花花瓣。
目标是集齐７种。"
984,green-petal,绿色花瓣,23,0,,,"在茉莉的考验中，
能从玛奥那里得到的干花花瓣。
目标是集齐７种。"
985,yellow-petal,黄色花瓣,23,0,,,"在茉莉的考验中，
能从马玛内那里得到的干花花瓣。
目标是集齐７种。"
986,purple-petal,紫色花瓣,23,0,,,"在茉莉的考验中，
能从默丹那里得到的干花花瓣。
目标是集齐７种。"
987,rainbow-flower,虹色之花,23,0,,,"将得自队长们那里的花瓣
化零为整后形成的东西。
是成长得到认可的证明。"
988,surge-badge,桔色徽章,23,0,,,"能从关都之道馆那里得到的徽章赠品。
好像仿照了某个地区的道馆徽章。"
989,n-solarizer--merge,奈克洛索尔合体器,23,0,,,"用来让需求光的奈克洛兹玛和
索尔迦雷欧合体的机器。"
990,n-lunarizer--merge,奈克洛露奈合体器,23,0,,,"用来让需求光的奈克洛兹玛和
露奈雅拉合体的机器。"
991,n-solarizer--split,奈克洛索尔合体器,23,0,,,"用来让曾需求过光的奈克洛兹玛和
索尔迦雷欧分离的机器。"
992,n-lunarizer--split,奈克洛露奈合体器,23,0,,,"用来让曾需求过光的奈克洛兹玛和
露奈雅拉分离的机器。"
993,ilimas-normalium-z,伊利马一般Ｚ,23,0,,,"伊利马交给你保管的一般Ｚ。
受人嘱托要把它放到
葱郁洞窟深处的台座上。"
994,left-poke-ball,留下的精灵球,23,0,,,"该精灵球里面装的是没有了
训练家的宝可梦。那位训练家
好像是出生自乌拉乌拉岛。"
995,roto-hatch,孵蛋碰碰,23,0,,,"洛托姆之力的一种。
使用后，蛋就会变得
非常容易孵化。"
996,roto-bargain,优惠碰碰,23,0,,,"洛托姆之力的一种。
使用后，友好商店的
商品就会变成半价。"
997,roto-prize-money,零花钱碰碰,23,0,,,"洛托姆之力的一种。
对战后能得到的
零花钱会变成３倍。"
998,roto-exp-points,经验碰碰,23,0,,,"洛托姆之力的一种。
对战后能得到的
经验值会稍微增加。"
999,roto-friendship,亲密碰碰,23,0,,,"洛托姆之力的一种。
带在身边的宝可梦
会变得非常容易亲近。"
1000,roto-encounter,相遇碰碰,23,0,,,"洛托姆之力的一种。
一定时间内，会变得容易
遇到高等级的野生宝可梦。"
1001,roto-stealth,隐身碰碰,23,0,,,"洛托姆之力的一种。
一定时间内，会变得完全
不会遇到野生宝可梦。"
1002,roto-hp-restore,ＨＰ回复碰碰,23,0,,,"洛托姆之力的一种。
正在战斗的我方宝可梦的
ＨＰ会全部回复。"
1003,roto-pp-restore,ＰＰ回复碰碰,23,0,,,"洛托姆之力的一种。
正在战斗的我方宝可梦的
ＰＰ会全部回复。"
1004,roto-boost,加油碰碰,23,0,,,"洛托姆之力的一种。
正在战斗的我方宝可梦的
所有能力都会提高。"
1005,roto-catch,捕捉碰碰,23,0,,,"洛托姆之力的一种。
使用后，眼前的野生宝可梦
会变得非常容易捕捉。"
1006,autograph,马志士的签名,23,0,,,"枯叶市道馆馆主马志士
给你的彩色签名纸。
上面写着“Ｇｏｏｄ Ｌｕｃｋ！”。"
1007,pokemon-box,宝可梦盒,23,0,,,"ー
ー
ー"
1008,medicine-pocket,回复口袋,23,0,,,"ー
ー
ー"
1009,candy-jar,糖果罐,23,0,,,"ー
ー
ー"
1010,power-up-pocket,强化口袋,23,0,,,"ー
ー
ー"
1011,clothing-trunk,换装箱,23,0,,,"非常轻的箱子。
能塞入宝可梦或
训练家的替换衣物。"
1012,catching-pocket,捕捉口袋,23,0,,,"ー
ー
ー"
1013,battle-pocket,对战口袋,23,0,,,"ー
ー
ー"
1014,silver-razz-berry,银色蔓莓果,48,1000,10.0,,"把这树果交给宝可梦后，
宝可梦就会变得容易捕捉。"
1015,golden-razz-berry,金色蔓莓果,48,5000,10.0,,"把这树果交给宝可梦后，
宝可梦就会变得十分容易捕捉。"
1016,silver-nanab-berry,银色蕉香果,48,1000,10.0,,"捕捉宝可梦时，
把这树果交给宝可梦
就能平复对方的情绪。"
1017,golden-nanab-berry,金色蕉香果,48,5000,10.0,,"捕捉宝可梦时，
把这树果交给宝可梦
就能有效地平复对方的情绪。"
1018,silver-pinap-berry,银色凰梨果,48,1000,10.0,,"如果把这树果交给宝可梦，
那么接下来捉住该宝可梦时，
会更容易获得道具。"
1019,golden-pinap-berry,金色凰梨果,48,5000,10.0,,"如果把这树果交给宝可梦，
那么接下来捉住该宝可梦时，
会非常容易获得道具。"
1020,secret-key--letsgo,秘密钥匙,22,0,,,"能打开红莲岛上那座
宝可梦道馆的钥匙。
周身都以红色装饰。"
1021,ss-ticket--letsgo,船票,22,0,,,"乘坐圣特安努号时所需的船票。
上面绘有船只的图案。"
1022,parcel--letsgo,包裹,22,0,,,"这是常青市的商店
托付给你的包裹。
需要将它交给大木博士。"
1023,card-key--letsgo,钥匙卡,22,0,,,"用来打开位于金黄市的
西尔佛公司总部大厦门锁的
卡片式钥匙。"
1024,stretchy-spring,松掉的弹簧,24,20,30.0,,"细小的弹簧。
被拉得太长了，
不知道能派上什么用。"
1025,chalky-stone,粉笔石,24,60,30.0,,"路边捡到的
白白的小石头。"
1026,marble,弹珠,24,300,30.0,,"非常圆润的玻璃球。
能在透明的球体中
看见彩色玻璃的花纹。"
1027,lone-earring,一边的耳环,24,600,30.0,,某人遗失的单只耳环。
1028,beach-glass,海边的玻璃,24,800,30.0,,"受到波浪的洗刷从而
变成圆形的彩色玻璃片。
表面摸起来有点粗糙不平。"
1029,gold-leaf,金色叶子,24,1000,30.0,,"神奇的金色叶子。
至今仍未发现能长出
这种叶子的树木。"
1030,silver-leaf,银色叶子,24,1000,30.0,,"神奇的银色叶子。
至今仍未发现能长出
这种叶子的树木。"
1031,polished-mud-ball,光滑泥球,24,1200,30.0,,"用泥土制作的丸子。
花了大把时间打磨，
表面油光水滑。"
1032,tropical-shell,南国贝壳,24,2000,30.0,,"美丽的白色贝壳。
或许是从温暖的海域那里
漂流到这里的。"
1033,leaf-letter--pikachu,树叶信,24,0,30.0,,"以树叶制作的信件。
上面留有皮卡丘的脚印，
好像是要表达些什么。"
1034,leaf-letter--eevee,树叶信,24,0,30.0,,"以树叶制作的信件。
上面留有伊布的脚印，
好像是要表达些什么。"
1035,small-bouquet,小小花束,24,0,30.0,,"竭尽心力制作的素雅花束。
里面满满都是对训练家的心意。"
1036,lure,引虫香水,11,400,30.0,,"使用该香水后的一小段时间内，
稀有宝可梦会更容易出现。"
1037,super-lure,白银香水,11,700,30.0,,"使用该香水后，
稀有宝可梦会更容易出现。
效果比引虫香水更持久。"
1038,max-lure,黄金香水,11,900,30.0,,"使用该香水后，
稀有宝可梦会更容易出现。
效果比白银香水更持久。"
1039,pewter-crunchies,深灰米果,30,250,30.0,,"深灰特产的糕点。
能治愈１只宝可梦的
所有异常状态。"
1040,health-candy,元气糖果,26,20,,,"充满能量的糖果。
能提高宝可梦的体力。"
1041,mighty-candy,力量糖果,26,20,,,"充满能量的糖果。
能提高宝可梦的攻击。"
1042,tough-candy,守护糖果,26,20,,,"充满能量的糖果。
能提高宝可梦的防御。"
1043,smart-candy,知识糖果,26,20,,,"充满能量的糖果。
能提高宝可梦的特攻。"
1044,courage-candy,心灵糖果,26,20,,,"充满能量的糖果。
能提高宝可梦的特防。"
1045,quick-candy,敏捷糖果,26,20,,,"充满能量的糖果。
能提高宝可梦的速度。"
1046,health-candy-l,元气糖果Ｌ,26,20,,,"充满能量的大糖果。
能让等级３０以上的
宝可梦的体力上升。"
1047,mighty-candy-l,力量糖果Ｌ,26,20,,,"充满能量的大糖果。
能让等级３０以上的
宝可梦的攻击上升。"
1048,tough-candy-l,守护糖果Ｌ,26,20,,,"充满能量的大糖果。
能让等级３０以上的
宝可梦的防御上升。"
1049,smart-candy-l,知识糖果Ｌ,26,20,,,"充满能量的大糖果。
能让等级３０以上的
宝可梦的特攻上升。"
1050,courage-candy-l,心灵糖果Ｌ,26,20,,,"充满能量的大糖果。
能让等级３０以上的
宝可梦的特防上升。"
1051,quick-candy-l,敏捷糖果Ｌ,26,20,,,"充满能量的大糖果。
能让等级３０以上的
宝可梦的速度上升。"
1052,health-candy-xl,元气糖果ＸＬ,26,20,,,"充满能量的超大糖果。
能让等级６０以上的
宝可梦的体力上升。"
1053,mighty-candy-xl,力量糖果ＸＬ,26,20,,,"充满能量的超大糖果。
能让等级６０以上的
宝可梦的攻击上升。"
1054,tough-candy-xl,守护糖果ＸＬ,26,20,,,"充满能量的超大糖果。
能让等级６０以上的
宝可梦的防御上升。"
1055,smart-candy-xl,知识糖果ＸＬ,26,20,,,"充满能量的超大糖果。
能让等级６０以上的
宝可梦的特攻上升。"
1056,courage-candy-xl,心灵糖果ＸＬ,26,20,,,"充满能量的超大糖果。
能让等级６０以上的
宝可梦的特防上升。"
1057,quick-candy-xl,敏捷糖果ＸＬ,26,20,,,"充满能量的超大糖果。
能让等级６０以上的
宝可梦的速度上升。"
1058,bulbasaur-candy,妙蛙种子的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1059,charmander-candy,小火龙的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1060,squirtle-candy,杰尼龟的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1061,caterpie-candy,绿毛虫的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1062,weedle-candy,独角虫的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1063,pidgey-candy,波波的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1064,rattata-candy,小拉达的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1065,spearow-candy,烈雀的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1066,ekans-candy,阿柏蛇的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1067,pikachu-candy,皮卡丘的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1068,sandshrew-candy,穿山鼠的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1069,nidoran-f-candy,尼多兰的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1070,nidoran-m-candy,尼多朗的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1071,clefairy-candy,皮皮的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1072,vulpix-candy,六尾的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1073,jigglypuff-candy,胖丁的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1074,zubat-candy,超音蝠的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1075,oddish-candy,走路草的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1076,paras-candy,派拉斯的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1077,venonat-candy,毛球的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1078,diglett-candy,地鼠的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1079,meowth-candy,喵喵的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1080,psyduck-candy,可达鸭的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1081,mankey-candy,猴怪的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1082,growlithe-candy,卡蒂狗的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1083,poliwag-candy,蚊香蝌蚪的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1084,abra-candy,凯西的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1085,machop-candy,腕力的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1086,bellsprout-candy,喇叭芽的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1087,tentacool-candy,玛瑙水母的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1088,geodude-candy,小拳石的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1089,ponyta-candy,小火马的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1090,slowpoke-candy,呆呆兽的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1091,magnemite-candy,小磁怪的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1092,farfetchd-candy,大葱鸭的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1093,doduo-candy,嘟嘟的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1094,seel-candy,小海狮的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1095,grimer-candy,臭泥的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1096,shellder-candy,大舌贝的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1097,gastly-candy,鬼斯的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1098,onix-candy,大岩蛇的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1099,drowzee-candy,催眠貘的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1100,krabby-candy,大钳蟹的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1101,voltorb-candy,霹雳电球的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1102,exeggcute-candy,蛋蛋的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1103,cubone-candy,卡拉卡拉的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1104,hitmonlee-candy,飞腿郎的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1105,hitmonchan-candy,快拳郎的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1106,lickitung-candy,大舌头的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1107,koffing-candy,瓦斯弹的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1108,rhyhorn-candy,独角犀牛的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1109,chansey-candy,吉利蛋的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1110,tangela-candy,蔓藤怪的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1111,kangaskhan-candy,袋兽的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1112,horsea-candy,墨海马的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1113,goldeen-candy,角金鱼的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1114,staryu-candy,海星星的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1115,mr-mime-candy,魔墙人偶的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1116,scyther-candy,飞天螳螂的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1117,jynx-candy,迷唇姐的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1118,electabuzz-candy,电击兽的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1119,pinsir-candy,凯罗斯的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1120,tauros-candy,肯泰罗的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1121,magikarp-candy,鲤鱼王的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1122,lapras-candy,拉普拉斯的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1123,ditto-candy,百变怪的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1124,eevee-candy,伊布的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1125,porygon-candy,多边兽的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1126,omanyte-candy,菊石兽的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1127,kabuto-candy,化石盔的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1128,aerodactyl-candy,化石翼龙的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1129,snorlax-candy,卡比兽的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1130,articuno-candy,急冻鸟的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1131,zapdos-candy,闪电鸟的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1132,moltres-candy,火焰鸟的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1133,dratini-candy,迷你龙的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1134,mewtwo-candy,超梦的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1135,mew-candy,梦幻的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1136,meltan-candy,美录坦的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1137,magmar-candy,鸭嘴火兽的糖果,47,20,,,"充满能量的糖果。
能让特定宝可梦的
所有能力上升。"
1138,endorsement,推荐函,22,0,,,"用于参加道馆挑战
这一大赛的推荐函。"
1139,pokemon-box-link,宝可梦盒,21,0,,,"可以随时访问
宝可梦中心电脑里的盒子，
来寄放或领回需要的宝可梦。"
1140,wishing-star,许愿星,22,0,,,"这是一块在伽勒尔地区发现的
蕴含着神奇力量的石头。听说
捡到它的人能实现自己的愿望。"
1141,dynamax-band,极巨腕带,22,0,,,"内部嵌入了许愿星，
在能量点就会发出光芒，
使宝可梦极巨化。"
1142,fishing-rod--galar,钓竿,21,0,,,"在有水的地方使用，
就能钓到各种各样的宝可梦。"
1143,rotom-bike,洛托姆自行车,21,0,,,"宝可梦洛托姆潜入马达后，
这辆自行车变得可以
通过涡轮发动机加速了。"
1144,sausages,粗绞肉香肠,51,400,10.0,,"在露营营地制作料理时会使用的
一种食材。白香肠是香肠的一种。
需要先煮过之后再食用。"
1145,bobs-food-tin,饱伯罐头,51,950,80.0,,"在露营营地制作料理时会使用的
一种食材。不知是什么原因，
饱伯卖的罐头在伽勒尔特别受欢迎。"
1146,bachs-food-tin,巴哈罐头,51,950,80.0,,"在露营营地制作料理时会使用的
一种食材。不知是什么原因，
巴哈卖的罐头在伽勒尔特别受欢迎。"
