"id",name_en,name_zh,"generation_id","base_hp","base_attack","base_defense","base_sp_attack","base_sp_defense","base_speed","height","weight","base_experience","gender_rate","capture_rate","growth_rate_id","description","order"
"345","lileep","触手百合","3","66","41","77","61","87","23","1.0","23.8","71","1","45","5","会吸附在海底岩石上，
用花瓣一样的触手
缠住接近自己的猎物。","345"
"346","cradily","摇篮百合","3","86","81","97","81","107","43","1.5","60.4","173","1","45","5","用触手将猎物缠住后，
会用消化液将其溶化，
然后吸收其中的养分。","346"
"347","anorith","太古羽虫","3","45","95","50","40","50","75","0.7","12.5","71","1","45","5","会把８根翅膀当做船桨划水，
并且游泳的速度相当快。
是虫宝可梦的一种祖先。","347"
"348","armaldo","太古盔甲","3","75","125","100","70","80","45","1.5","68.2","173","1","45","5","栖息在陆地，但也擅长游泳。
会潜入大海寻找猎物，
用锋利的爪子给予致命一击。","348"
"349","feebas","丑丑鱼","3","20","15","20","10","55","80","0.6","7.4","40","4","255","5","虽然外表丑陋，
但拥有顽强的生命力，
只要少量的水就能存活。","349"
"350","milotic","美纳斯","3","95","60","79","100","125","81","6.2","162.0","189","4","60","5","据说目睹了美纳斯美丽
身姿的人，心中一切的
愤恨都能得到抚慰。","350"
"351","castform","飘浮泡泡","3","70","70","70","70","70","70","0.3","0.8","147","4","45","2","样子会根据天气发生变化。
天气越恶劣，
性格也会变得越暴躁。","351"
"352","kecleon","变隐龙","3","60","90","70","60","120","40","1.0","22.0","154","4","200","4","在不隐身的时候，身体的颜色
也会随着心情和状态改变。
颜色越浓的时候越有精神。","352"
"353","shuppet","怨影娃娃","3","44","75","35","63","33","45","0.6","2.3","59","4","225","3","流传着这样的古老俗语，
日暮时分，不要去
排列着怨影娃娃的房子。","353"
"354","banette","诅咒娃娃","3","64","115","65","83","63","65","1.1","12.5","159","4","45","3","因被丢弃的怨念而诞生。
听说，如果满足它受重视的需求，
就会变回原来的玩偶。","354"
"355","duskull","夜巡灵","3","20","40","90","30","90","25","0.8","15.0","59","4","190","3","会让身体变透明，
然后偷偷地靠近猎物。
拥有穿过厚墙壁的能力。","355"
"356","dusclops","彷徨夜灵","3","40","70","130","60","130","25","1.6","30.6","159","4","90","3","寻找游走的灵魂，吸入自己
空洞的身体里。没人知道
被吸入后会发生什么事。","356"
"357","tropius","热带龙","3","99","68","83","72","87","51","2.0","100.0","161","4","200","1","脖子上的那串水果很美味，
很受欢迎。在温暖的地方，
有许多培育热带龙的牧场。","357"
"358","chimecho","风铃铃","3","75","50","80","95","90","65","0.6","1.0","159","4","45","3","","358"
"359","absol","阿勃梭鲁","3","65","130","60","75","60","75","1.2","47.0","163","4","30","4","由于拥有感知危险的能力，
因此它被人们误解为是
会招来灾祸的宝可梦。","359"
"360","wynaut","小果然","3","95","23","48","23","48","23","0.6","14.0","52","4","125","2","具有集体行动的习性。
睡觉的时候会聚集在洞窟中，
和伙伴们把身体挨在一起。","360"
"361","snorunt","雪童子","3","50","50","50","50","50","50","0.7","16.8","60","4","190","2","只能在寒冷的土地上生存。
即使在零下１００度的环境下
也能充满活力地到处蹦蹦跳跳。","361"
"362","glalie","冰鬼护","3","80","80","80","80","80","80","1.5","256.5","168","4","75","2","用令空气中的水分
瞬间冻结的力量，
将猎物冰冻起来。","362"
"363","spheal","海豹球","3","70","40","50","55","50","25","0.8","39.5","58","4","255","4","会漂浮在波浪当中观察
大海的状况。一旦发现猎物，
就会通知群体里的帝牙海狮。","363"
"364","sealeo","海魔狮","3","90","60","70","75","70","45","1.1","87.6","144","4","120","4","不管是海豹球还是精灵球，
只要是圆的物体都会
顶在鼻子上转来转去。","364"
"365","walrein","帝牙海狮","3","110","80","90","95","90","65","1.4","150.6","239","4","45","4","它的獠牙一生都会持续生长。
即使在战斗中被折断也能逐渐恢复，
只需要１年的时间便能完好如初。","365"
"366","clamperl","珍珠贝","3","35","64","85","74","55","32","0.4","52.5","69","4","255","5","珍珠贝的珍珠非常贵重。
据说，其价值或许是
大舌贝珍珠的１０倍以上。","366"
"367","huntail","猎斑鱼","3","55","104","105","94","75","52","1.7","27.0","170","4","60","5","栖息在深海中。
传说，如果猎斑鱼被冲上沙滩，
就会有不祥的事情发生。","367"
"368","gorebyss","樱花鱼","3","55","84","105","114","75","52","1.8","22.6","170","4","60","5","吸食猎物的体液。
剩下的肉会沉入海底，
成为其他宝可梦的食物。","368"
"369","relicanth","古空棘鱼","3","100","90","130","45","65","55","1.0","23.4","170","1","25","1","在深海调查中被发现的宝可梦。
样子在１亿年间都没有任何变化，
被人们称为活化石。","369"
"370","luvdisc","爱心鱼","3","43","30","55","40","65","97","0.6","8.7","116","6","225","3","温暖海域的珊瑚礁是它的栖息地。
特别喜欢在太阳珊瑚的枝条间睡觉。","370"
"371","bagon","宝贝龙","3","45","75","60","40","30","50","0.6","42.1","60","4","45","1","不会成群结队，喜欢单独生活。
脑袋很硬，只要猛地一撞，
就能把坚硬的岩石一分为二。","371"
"372","shelgon","甲壳龙","3","65","95","100","60","50","50","1.1","110.5","147","4","45","1","可以不吃食物忍受饥饿。
据说当它用尽积蓄的能量后，
就会开始进化。","372"
"373","salamence","暴飞龙","3","95","135","80","110","80","100","1.5","102.6","270","4","45","1","虽然在空中翱翔能够让它
乐在其中，但是一旦被惹怒，
就会大闹一番，不可收拾。","373"
"374","beldum","铁哑铃","3","40","55","80","35","60","30","0.6","95.2","60","-1","3","1","身体的细胞由磁铁构成。
循环于全身的不是血液，
而是磁力。","374"
"375","metang","金属怪","3","60","75","100","55","80","50","1.2","202.5","147","-1","3","1","依靠磁力飞行。能够在空中
以高速穿过险峻的山岳，
让追捕的猎物无处可逃。","375"
"376","metagross","巨金怪","3","80","135","130","95","90","70","1.6","550.0","270","-1","3","1","２只金属怪组合起来的样子。
运用堪比超级计算机的
头脑打败敌人。","376"
"377","regirock","雷吉洛克","3","80","100","200","50","100","50","1.7","230.0","261","-1","3","1","人们通过最新的科学技术
对它的岩石身体做了调查，
但是并未发现大脑和心脏。","377"
"378","regice","雷吉艾斯","3","80","50","100","100","200","50","1.8","175.0","261","-1","3","1","拥有一副由冰构成的身体。
据说是诞生于冰河时期
冻得厚厚实实的冰块之下。","378"
"379","registeel","雷吉斯奇鲁","3","80","75","150","75","150","50","1.9","205.0","261","-1","3","1","据说诞生于地幔之中，
在距今约１万年前
现身于地面之上。","379"
"380","latias","拉帝亚斯","3","80","80","90","110","130","110","1.4","40.0","270","8","3","1","","380"
"381","latios","拉帝欧斯","3","80","90","80","130","110","110","2.0","60.0","270","0","3","1","","381"
"382","kyogre","盖欧卡","3","100","100","90","150","140","90","4.5","352.0","302","-1","3","1","","382"
"383","groudon","固拉多","3","100","150","140","100","90","90","3.5","950.0","302","-1","3","1","","383"
"384","rayquaza","烈空坐","3","105","150","90","150","90","95","7.0","206.5","306","-1","45","1","","384"
"385","jirachi","基拉祈","3","100","100","100","100","100","100","0.3","1.1","270","-1","3","1","传说当它从１０００年的
沉睡中醒来时，会实现
写在它头部许愿笺上的愿望。","385"
"386","deoxys","代欧奇希斯","3","50","150","50","150","50","150","1.7","60.8","270","-1","3","1","","386"
"387","turtwig","草苗龟","4","55","68","64","45","55","31","0.4","10.2","64","1","45","4","","387"
"388","grotle","树林龟","4","75","89","85","55","65","36","1.1","97.0","142","1","45","4","","388"
"389","torterra","土台龟","4","95","109","105","75","85","56","2.2","310.0","236","1","45","4","","389"
"390","chimchar","小火焰猴","4","44","58","44","58","44","61","0.5","6.2","62","1","45","4","","390"
"391","monferno","猛火猴","4","64","78","52","78","52","81","0.9","22.0","142","1","45","4","","391"
"392","infernape","烈焰猴","4","76","104","71","104","71","108","1.2","55.0","240","1","45","4","","392"
"393","piplup","波加曼","4","53","51","53","61","56","40","0.4","5.2","63","1","45","4","","393"
"394","prinplup","波皇子","4","64","66","68","81","76","50","0.8","23.0","142","1","45","4","","394"
"395","empoleon","帝王拿波","4","84","86","88","111","101","60","1.7","84.5","239","1","45","4","","395"
"396","starly","姆克儿","4","40","55","30","30","30","60","0.3","2.0","49","4","255","4","","396"
"397","staravia","姆克鸟","4","55","75","50","40","40","80","0.6","15.5","119","4","120","4","","397"
"398","staraptor","姆克鹰","4","85","120","70","50","60","100","1.2","24.9","218","4","45","4","","398"
"399","bidoof","大牙狸","4","59","45","40","35","40","31","0.5","20.0","50","4","255","2","","399"
"400","bibarel","大尾狸","4","79","85","60","55","60","71","1.0","31.5","144","4","127","2","","400"
"401","kricketot","圆法师","4","37","25","41","25","41","25","0.3","2.2","39","4","255","4","","401"
"402","kricketune","音箱蟀","4","77","85","51","55","51","65","1.0","25.5","134","4","45","4","","402"
"403","shinx","小猫怪","4","45","65","34","40","34","45","0.5","9.5","53","4","235","4","体毛通电后就会发光。
会摇晃明亮发光的尾巴
尖端来向伙伴发送信号。","403"
"404","luxio","勒克猫","4","60","85","49","60","49","60","0.9","30.5","127","4","120","4","遇到敌人时会从脚
伸出有着百万伏特
威力的爪子来迎战。","404"
"405","luxray","伦琴猫","4","80","120","79","95","79","70","1.4","42.0","235","4","45","4","由于透视需要消耗
大量的电能，因此它会
睡很长时间来积蓄能量。","405"
"406","budew","含羞苞","4","40","30","35","50","70","55","0.2","1.2","56","4","255","4","对气温的变化很敏感。
当它开始打开花苞，
便是冬去春来之时。","406"
"407","roserade","罗丝雷朵","4","60","70","65","125","105","90","0.9","14.5","232","4","75","4","右手的毒是速效的，
左手的毒则是慢性的。
无论哪边的毒性都能致命。","407"
"408","cranidos","头盖龙","4","67","125","40","30","30","58","0.9","31.5","70","1","45","5","坚硬的头盖骨是其特征。
会用头锤撞断树木，
吃树上结的树果。","408"
"409","rampardos","战槌龙","4","97","165","60","65","50","58","1.6","102.5","173","1","45","5","擅长头锤的古代宝可梦。
因为大脑真的很小，
所以也有说法它是因愚笨而灭亡的。","409"
"410","shieldon","盾甲龙","4","30","42","118","42","88","30","0.5","57.0","70","1","45","5","虽然从太古时代的地层中
发现了它的化石，
但尚未发现除了脸以外的部分。","410"
"411","bastiodon","护城龙","4","60","52","168","47","138","30","1.3","149.5","173","1","45","5","大约１亿年前的宝可梦。
极其结实的脸有着超越钢铁的硬度。","411"
"412","burmy","结草儿","4","40","29","45","29","45","36","0.2","3.4","45","4","120","2","","412"
"413","wormadam","结草贵妇","4","60","59","85","79","105","36","0.5","6.5","148","8","45","2","","413"
"414","mothim","绅士蛾","4","70","94","50","94","50","66","0.9","23.3","148","0","45","2","","414"
"415","combee","三蜜蜂","4","30","30","42","30","42","70","0.3","5.5","49","1","120","4","从早到晚都在采集花蜜。
这一切都是为了
自己的族群和蜂女王。","415"
"416","vespiquen","蜂女王","4","70","80","102","80","102","40","1.2","38.5","166","8","45","4","能释放越多费洛蒙的蜂女王，
就能让越多的三蜜蜂
听从自己的指挥。","416"
"417","pachirisu","帕奇利兹","4","60","45","70","45","90","95","0.4","3.9","142","4","200","2","","417"
"418","buizel","泳圈鼬","4","55","65","35","60","30","85","0.7","29.5","66","4","190","2","","418"
"419","floatzel","浮潜鼬","4","85","105","55","85","50","115","1.1","33.5","173","4","75","2","","419"
"420","cherubi","樱花宝","4","45","35","45","62","53","35","0.4","3.3","55","4","190","2","身体越红的樱花宝
含有的营养越丰富，
味道也很甜很好吃。","420"
"421","cherrim","樱花儿","4","70","60","70","87","78","85","0.5","9.3","158","4","75","2","盖起来的花瓣很硬。
即使被鸟宝可梦啄到，
也完全没问题。","421"
"422","shellos","无壳海兔","4","76","48","48","57","62","34","0.3","6.3","65","4","190","2","如果用力按住它，
它就会分泌出神秘的紫色液体。
虽然液体无害，不过黏糊糊的。","422"
"423","gastrodon","海兔兽","4","111","83","68","92","82","39","0.9","29.9","166","4","75","2","身体软瘫瘫的但十分强韧。
因为它身体的软度可以
帮助分散它所受到的冲击。","423"
"424","ambipom","双尾怪手","4","75","100","66","60","66","115","1.2","20.3","169","4","45","3","无论做什么都会用到尾巴。
如果被它的２条尾巴抱紧，
那就证明是真的和你很亲近。","424"
"425","drifloon","飘飘球","4","90","50","34","60","44","70","0.4","1.2","70","4","125","6","因魂魄聚集在一起而诞生。
到了湿气大的季节
就有可能大量出现。","425"
"426","drifblim","随风球","4","150","80","44","90","54","80","1.2","15.0","174","4","60","6","会抓住人和宝可梦，
然后运到某个地方。
没人知道那地方是哪里。","426"
"427","buneary","卷卷耳","4","55","66","44","44","56","85","0.4","5.5","70","4","190","2","会利用把卷卷的耳朵伸直
时产生的威力进行攻击。
越训练，这一招式的威力就越强。","427"
"428","lopunny","长耳兔","4","65","76","84","54","96","105","1.2","33.3","168","4","60","2","当高温的季节结束后，
就会换上富含空气的
体毛，准备抵御寒冷。","428"
"429","mismagius","梦妖魔","4","60","60","60","105","105","105","0.9","4.4","173","4","45","3","会吟诵诅咒的语言，
让对方极度头疼，或是看到
恐怖的幻觉，深受折磨。","429"
"430","honchkrow","乌鸦头头","4","100","125","52","105","52","71","0.9","27.3","177","4","30","4","和敌人战斗的基本都是跟班。
只有在最后刺入对手的致命一击
才会弄脏自己的手。","430"
"431","glameow","魅力喵","4","49","55","42","42","37","85","0.5","3.9","62","6","190","3","","431"
"432","purugly","东施喵","4","71","82","64","64","59","112","1.0","43.8","158","6","75","3","","432"
"433","chingling","铃铛响","4","45","30","50","65","50","45","0.2","0.6","57","4","120","3","","433"
"434","stunky","臭鼬噗","4","63","63","47","41","41","74","0.4","19.2","66","4","225","2","要是它翘起尾巴把屁股对准了你，
请一定要小心。因为这表示它将要
喷出足以让人窒息的臭液。","434"
"435","skuntank","坦克臭鼬","4","103","93","67","71","61","84","1.0","38.0","168","4","60","2","从尾巴尖端喷出的液体
带有强烈的恶臭。
会在地面上挖洞建造巢穴。","435"
"436","bronzor","铜镜怪","4","57","24","86","24","86","23","0.5","60.5","60","-1","255","2","虽然人们说把铜镜怪打磨到发光，
它就能映照出真相，
但其实它非常讨厌被打磨。","436"
"437","bronzong","青铜钟","4","67","89","116","79","116","33","1.3","187.0","175","-1","90","2","它身上的纹路让
许多学者都认为它
原本并不存在于伽勒尔。","437"
"438","bonsly","盆才怪","4","50","80","95","10","45","10","0.5","15.0","58","4","255","2","栖息在空气干燥岩石裸露的地方。
空气越是干燥，它身上的绿球
就越是会泛出暗淡的光泽。","438"
"439","mime-jr","魔尼尼","4","20","25","45","70","90","60","0.6","13.0","62","4","145","2","像徒弟一样跟随着
擅长跳舞的踏冰人偶，
拼命模仿它的舞步。","439"
"440","happiny","小福蛋","4","100","5","5","15","65","30","0.6","24.4","110","8","130","3","会把自己珍贵的浑圆石头
借给关系变得很要好的对象。
如果不还给它，它便会大哭大闹。","440"
"441","chatot","聒噪鸟","4","76","65","45","92","42","91","0.5","1.9","144","4","30","4","","441"
"442","spiritomb","花岩怪","4","50","92","108","92","108","35","1.0","108.0","170","4","100","2","总是作恶多端，
于是被使用神奇法术的
旅人绑缚在楔石里。","442"
"443","gible","圆陆鲨","4","58","70","45","40","45","42","0.7","20.5","60","4","45","1","遇到会动的东西就会扑上去
将其拉回到自己住的横洞内。
虽然嘴很大，但胃口却比较小。","443"
"444","gabite","尖牙陆鲨","4","68","90","65","50","55","82","1.4","56.0","144","4","45","1","会把宝石埋藏在栖息的洞窟内。
入侵者闯入洞窟后，会立刻
被它用爪子和牙齿撕碎。","444"
"445","garchomp","烈咬陆鲨","4","108","130","95","80","85","102","1.9","95.0","270","4","45","1","身手在陆地上也很矫捷，
在雪山上会赶在身体冻僵前
干掉猎物并返回住处。","445"
"446","munchlax","小卡比兽","4","135","85","40","40","85","5","0.6","105.0","78","1","50","1","在体毛下面储存食物。
如果是自己信赖的对象，
也会把食物分给对方一口。","446"
"447","riolu","利欧路","4","40","70","40","35","40","60","0.7","20.2","57","1","75","4","除了能读懂对手的感情，
也能以“波导”这种形式的波
来观察大自然的样子。","447"
"448","lucario","路卡利欧","4","70","110","70","115","70","90","1.2","54.0","184","1","45","4","他能理解人类的想法，
因此只会去亲近
内心端正的训练家。","448"
"449","hippopotas","沙河马","4","68","72","78","38","42","32","0.8","49.5","66","4","140","1","主要在白天活动。
因为沙漠的夜晚会降温，
所以会钻到沙子的深处睡觉。","449"
"450","hippowdon","河马兽","4","108","112","118","68","72","47","2.0","300.0","184","4","60","1","生气的时候非常凶暴。
会喷出储存在体内的
沙子来引发沙尘暴。","450"
"451","skorupi","钳尾蝎","4","40","50","90","30","55","65","0.8","12.0","66","4","120","1","用尾巴上带毒的钩爪袭击对手。
一旦被夹住，毒素就会扩散开来，
导致全身无法动弹。","451"
"452","drapion","龙王蝎","4","70","90","110","60","75","95","1.3","61.5","175","4","45","1","虽然狰狞凶猛到被人们
称为沙之恶魔，但在河马兽
面前却表现得低调温顺。","452"
"453","croagunk","不良蛙","4","48","61","40","61","40","50","0.7","23.0","60","4","140","2","毒素在稀释后能制成药品。
它是制药公司的吉祥物，
广受众人的欢迎。","453"
"454","toxicroak","毒骷蛙","4","83","106","65","86","65","85","1.3","44.4","172","4","75","2","制服了猎物之后，
便会呱呱地发出胜利的欢呼。
与蟾蜍王是相近的物种。","454"
"455","carnivine","尖牙笼","4","74","100","72","90","72","46","1.4","27.0","159","4","200","1","","455"
"456","finneon","荧光鱼","4","49","49","56","49","61","66","0.4","7.0","66","4","190","5","用发光的尾鳍引诱猎物。
白天会在海面附近，
到了夜里就向海的深处移动。","456"
"457","lumineon","霓虹鱼","4","69","69","76","69","86","91","1.2","24.0","161","4","75","5","像是爬行一样在深海的海底游泳。
鳍上发出的充满幻想的光
就像是夜空的星星。","457"
"458","mantyke","小球飞鱼","4","45","20","50","60","120","50","1.0","65.0","69","4","25","1","混在铁炮鱼的大群里游泳。
受到敌人袭击的时候，
会和铁炮鱼们并肩作战。","458"
"459","snover","雪笠怪","4","60","62","50","62","60","40","1.0","50.5","67","4","120","1","雪笠怪肚子上结出来的
口感好似冰棍的树果
是伽勒尔的火红不倒翁们的最爱。","459"
"460","abomasnow","暴雪王","4","90","92","75","92","85","60","2.2","135.5","173","4","60","1","会引发暴风雪的宝可梦。
只要它摇动巨大的身体，
周围立刻会变得一片雪白。","460"
"461","weavile","玛狃拉","4","70","120","65","45","85","125","1.1","34.0","179","4","45","4","通过用爪子留下记号
来与伙伴联络。据说记号
的种类有５００种以上。","461"
"462","magnezone","自爆磁怪","4","70","70","115","130","90","60","1.2","180.0","241","-1","30","2","人们认为，它是因为受到特殊
磁场的影响，身体的分子构造
发生了变化，才进化成这样的。","462"
"463","lickilicky","大舌舔","4","110","85","95","80","95","50","1.7","140.0","180","4","30","2","舌头的灵巧程度甚至不输给
人手，没有它做不到的事。
相反，手指却相当笨拙，","463"
"464","rhyperior","超甲狂犀","4","115","140","130","55","55","40","2.4","282.8","241","4","30","1","用护具弹开敌人的攻击，
在对手畏缩时用自己
引以为傲的钻头贯穿对方。","464"
"465","tangrowth","巨蔓藤","4","100","100","125","110","50","50","2.0","128.6","187","4","30","2","栖息的地域越是温暖，藤蔓
生长得就越快。藤蔓变长后，
它会亲手将其扯断使其变短。","465"
"466","electivire","电击魔兽","4","75","123","67","95","85","95","1.8","138.6","243","2","30","2","发电量在电气宝可梦当中
属于最高级别。可以从
尾巴尖端释放高压电流。","466"
"467","magmortar","鸭嘴炎兽","4","75","95","67","125","95","83","1.6","68.0","243","2","30","2","由于栖息在火山口，因此
身体逐渐变得像火山一样，
还长着类似岩浆库的器官。","467"
"468","togekiss","波克基斯","4","85","50","95","120","115","80","1.5","38.0","245","1","30","3","被称为会带来恩惠的宝可梦，
从很久很久以前开始，
人们就视它为吉祥之物。","468"
"469","yanmega","远古巨蜓","4","86","76","86","116","56","95","1.9","51.5","180","4","30","2","","469"
"470","leafeon","叶伊布","4","65","110","130","60","65","95","1.0","25.5","184","1","45","2","尾巴好似锐利的刀刃，
锋利得无与伦比，
连大树都能一斩为二。","470"
"471","glaceon","冰伊布","4","65","60","110","130","95","65","0.8","25.9","184","1","45","2","冰伊布释放出的冷气能
制造出粉状的雪。这使它受到
各个滑雪场的热烈欢迎。","471"
"472","gliscor","天蝎王","4","75","95","125","45","75","95","2.0","42.5","179","4","30","4","","472"
"473","mamoswine","象牙猪","4","110","130","80","70","60","80","2.5","291.0","239","4","50","1","它的力量就如外表那样强大。
天气越是寒冷，它的冰牙
就会长得越粗、越长、越结实。","473"
"474","porygon-z","多边兽乙型","4","85","80","70","135","75","90","0.9","34.0","241","-1","30","2","有人说它是通过追加程序进化的，
但关于它的改变是否真是进化，
在学会中也存在着意见分歧。","474"
"475","gallade","艾路雷朵","4","68","125","65","65","115","80","1.6","52.0","233","0","45","1","能够敏锐地感知到
寻求帮助的感情，
并且火速赶去援助对方。","475"
"476","probopass","大朝北鼻","4","60","55","145","75","150","40","1.4","340.0","184","4","60","2","使用３个小部件获取食物，
或是和敌人战斗。
本体基本上只负责下命令。","476"
"477","dusknoir","黑夜魔灵","4","45","100","135","65","135","45","2.2","106.6","236","4","45","3","用腹部的嘴将猎物整个吞下。
只会吃掉对方的魂魄，
离去时会把肉体吐出来。","477"
"478","froslass","雪妖女","4","70","80","70","80","70","110","1.3","26.6","168","8","75","2","会吐出零下５０度的冷气
冻住猎物，并把它们带回
自己的巢穴，整齐地摆成一排。","478"
"479","rotom","洛托姆","4","50","50","77","95","77","91","0.3","0.3","154","-1","45","2","会用由离子构成的身体
潜入各种各样的机器里。
最喜欢恶作剧吓人。","479"
"480","uxie","由克希","4","75","75","130","75","130","95","0.3","0.3","261","-1","3","1","","480"
"481","mesprit","艾姆利多","4","80","105","105","105","105","80","0.3","0.3","261","-1","3","1","","481"
"482","azelf","亚克诺姆","4","75","125","70","125","70","115","0.3","0.3","261","-1","3","1","","482"
"483","dialga","帝牙卢卡","4","100","120","120","150","100","90","5.4","683.0","306","-1","3","1","","483"
"484","palkia","帕路奇亚","4","90","120","100","150","120","100","4.2","336.0","306","-1","3","1","","484"
"485","heatran","席多蓝恩","4","91","90","106","130","106","77","1.7","430.0","270","4","3","1","","485"
"486","regigigas","雷吉奇卡斯","4","110","160","110","80","110","100","3.7","420.0","302","-1","3","1","据说它用各种各样的材料
制作了宝可梦后，把大陆
移动到了现在的位置。","486"
"487","giratina","骑拉帝纳","4","150","100","120","100","120","90","4.5","750.0","306","-1","3","1","","487"
"488","cresselia","克雷色利亚","4","120","70","110","75","120","85","1.5","85.6","270","8","3","1","","488"
"489","phione","霏欧纳","4","80","80","80","80","80","80","0.4","3.1","216","-1","30","1","","489"
"490","manaphy","玛纳霏","4","100","100","100","100","100","100","0.3","1.4","270","-1","3","1","","490"
"491","darkrai","达克莱伊","4","70","90","90","135","90","125","1.5","50.5","270","-1","3","1","","491"
"492","shaymin","谢米","4","100","100","100","100","100","100","0.2","2.1","270","-1","45","4","","492"
"493","arceus","阿尔宙斯","4","120","120","120","120","120","120","3.2","320.0","324","-1","3","1","","493"
"494","victini","比克提尼","5","100","100","100","100","100","100","0.4","4.0","270","-1","3","1","","494"
"495","snivy","藤藤蛇","5","45","45","55","45","55","63","0.6","8.1","62","1","45","4","","495"
"496","servine","青藤蛇","5","60","60","75","60","75","83","0.8","16.0","145","1","45","4","","496"
"497","serperior","君主蛇","5","75","75","95","75","95","113","3.3","63.0","238","1","45","4","","497"
"498","tepig","暖暖猪","5","65","63","45","45","45","45","0.5","9.9","62","1","45","4","","498"
"499","pignite","炒炒猪","5","90","93","55","70","55","55","1.0","55.5","146","1","45","4","","499"
"500","emboar","炎武王","5","110","123","65","100","65","65","1.6","150.0","238","1","45","4","","500"
"501","oshawott","水水獭","5","55","55","45","63","45","45","0.5","5.9","62","1","45","4","","501"
"502","dewott","双刃丸","5","75","75","60","83","60","60","0.8","24.5","145","1","45","4","","502"
"503","samurott","大剑鬼","5","95","100","85","108","70","70","1.5","94.6","238","1","45","4","","503"
"504","patrat","探探鼠","5","45","55","39","35","39","42","0.5","11.6","51","4","255","2","","504"
"505","watchog","步哨鼠","5","60","85","69","60","69","77","1.1","27.0","147","4","255","2","","505"
"506","lillipup","小约克","5","45","60","45","25","45","55","0.4","4.1","55","4","255","4","比普通的小孩子还要
聪明许多。对于得到的关爱
和受到的伤害都不会忘怀。","506"
"507","herdier","哈约克","5","65","80","65","35","65","60","0.9","14.7","130","4","120","4","覆盖在身上的黑色体毛
既厚又有弹性，甚至能
把尖锐的牙齿也反弹回去。","507"
"508","stoutland","长毛狗","5","85","110","90","45","90","80","1.2","61.0","225","4","45","4","以自己气派的胡须为傲。
据说，每只个体在族群中的地位，
就是根据胡须长度来决定的。","508"
"509","purrloin","扒手猫","5","41","50","37","50","37","66","0.4","10.1","56","4","255","2","会用可爱的动作让对手放下戒心，
趁对方靠过来时冷不防地用爪子
猛抓，然后得意地大笑。","509"
"510","liepard","酷豹","5","64","88","50","88","50","106","1.1","37.5","156","4","90","2","和猾大狐争抢地盘。
能够悄无声息地
从背后偷偷靠近猎物。","510"
"511","pansage","花椰猴","5","50","53","48","53","48","64","0.6","10.5","63","1","190","2","","511"
"512","simisage","花椰猿","5","75","98","63","98","63","101","1.1","30.5","174","1","75","2","","512"
"513","pansear","爆香猴","5","50","53","48","53","48","64","0.6","11.0","63","1","190","2","","513"
"514","simisear","爆香猿","5","75","98","63","98","63","101","1.0","28.0","174","1","75","2","","514"
"515","panpour","冷水猴","5","50","53","48","53","48","64","0.6","13.5","63","1","190","2","","515"
"516","simipour","冷水猿","5","75","98","63","98","63","101","1.0","29.0","174","1","75","2","","516"
"517","munna","食梦梦","5","76","25","45","67","55","24","0.6","23.3","58","4","190","3","在吃掉梦之后会吐出烟雾。
吃了快乐的梦时，烟雾是粉红色的；
如果是噩梦，烟雾则是黑灰色的。","517"
"518","musharna","梦梦蚀","5","116","55","85","107","95","29","1.1","60.5","170","4","75","3","总是在打瞌睡做梦。
刚睡醒的时候会闹脾气，
所以最好别去招惹它。","518"
"519","pidove","豆豆鸽","5","50","55","50","36","30","43","0.3","2.1","53","4","255","4","虽然既健忘又不太聪明，
因为性格认真且容易亲近人，
所以受到了许多训练家的喜爱。","519"
"520","tranquill","咕咕鸽","5","62","77","62","50","42","65","0.6","15.0","125","4","120","4","头脑聪明而且记性很好。
似乎有许多快递员
将它选为自己的搭档。","520"
"521","unfezant","高傲雉鸡","5","80","115","80","65","55","93","1.2","29.0","220","4","45","4","头脑聪明，所以自尊心也强。
如果能成为高傲雉鸡的训练家，
所有人都会对你刮目相看。","521"
"522","blitzle","斑斑马","5","45","60","32","50","32","76","0.8","29.8","59","4","190","2","","522"
"523","zebstrika","雷电斑马","5","75","100","63","80","63","116","1.6","79.5","174","4","75","2","","523"
"524","roggenrola","石丸子","5","55","75","85","25","25","15","0.4","18.0","56","4","255","4","会对声音产生反应而动起来。
在能量核心的影响下，
它摸起来暖暖的。","524"
"525","boldore","地幔岩","5","70","105","105","50","40","20","0.9","102.0","137","4","120","4","通过声音来探测四周。
要是惹它生气了，它会连
身体方向也不转就朝你追来。","525"
"526","gigalith","庞岩怪","5","85","135","130","60","80","25","1.7","260.0","232","4","45","4","它射出的能量弹具有
可以击飞翻斗车的破坏力。
不过只有在晴天才能射击。","526"
"527","woobat","滚滚蝙蝠","5","65","45","43","55","43","72","0.4","2.1","65","4","190","2","一边发出超音波，一边
飞来飞去寻找虫宝可梦
来填饱自己的肚子。","527"
"528","swoobat","心蝙蝠","5","67","57","55","77","55","114","0.9","10.5","149","4","45","2","据说有些地区的人觉得
它鼻子的形状很吉利，
而把它当成幸福的象征来祭拜。","528"
"529","drilbur","螺钉地鼠","5","60","85","40","30","45","68","0.3","8.5","66","4","120","2","会用爪子在地底挖掘前进。
一些农民因为担心它会
因此糟蹋蔬菜而讨厌它。","529"
"530","excadrill","龙头地鼠","5","110","135","60","50","65","88","0.7","40.4","178","4","60","2","别名钻头王。在地底下
挖掘前进的速度
达到了每小时１５０公里。","530"
